"TransactionID","itemDescription"
"4154_26-07-2014","frozen fish"
"2490_19-04-2014","white bread"
"1551_28-04-2014","mayonnaise"
"1275_06-11-2014","rolls/buns"
"3935_19-10-2014","rolls/buns"
"3487_25-10-2014","pip fruit"
"3986_08-09-2014","oil"
"3282_26-10-2014","kitchen towels"
"4488_20-10-2014","ice cream"
"4946_03-04-2014","yogurt"
"4081_16-04-2014","chocolate marshmallow"
"1603_16-03-2014","flour"
"1107_13-08-2014","whole milk"
"2272_25-07-2014","yogurt"
"4705_12-04-2014","female sanitary products"
"1811_16-08-2014","long life bakery product"
"2772_03-08-2014","whipped/sour cream"
"4412_09-12-2014","specialty chocolate"
"1219_02-10-2014","canned beer"
"4435_17-10-2014","domestic eggs"
"2715_28-01-2014","newspapers"
"2121_03-11-2014","chocolate"
"2802_27-04-2014","chocolate"
"1741_19-07-2014","margarine"
"4278_03-07-2014","soda"
"1634_10-02-2014","fruit/vegetable juice"
"3856_08-02-2014","yogurt"
"3029_19-10-2014","vinegar"
"3361_23-06-2014","softener"
"4613_17-07-2014","fruit/vegetable juice"
"1805_11-11-2014","soda"
"2147_02-05-2014","soda"
"1864_29-04-2014","domestic eggs"
"2789_19-09-2014","flour"
"2296_12-06-2014","domestic eggs"
"1526_11-05-2014","sugar"
"4951_10-05-2014","newspapers"
"3809_11-05-2014","red/blush wine"
"2685_06-12-2014","rolls/buns"
"1107_22-07-2014","rolls/buns"
"4264_20-07-2014","soft cheese"
"4974_05-11-2014","root vegetables"
"1081_11-02-2014","beverages"
"1111_07-05-2014","other vegetables"
"4683_30-06-2014","oil"
"2835_21-11-2014","rolls/buns"
"4123_07-07-2014","bottled water"
"1613_02-08-2014","whole milk"
"3361_14-01-2014","white wine"
"3425_02-07-2014","pastry"
"3617_02-08-2014","brown bread"
"4669_05-08-2014","specialty chocolate"
"1922_02-07-2014","bottled water"
"2947_03-03-2014","bottled water"
"3953_13-05-2014","red/blush wine"
"1169_15-04-2014","napkins"
"4192_17-02-2014","whole milk"
"1239_02-08-2014","roll products "
"3041_18-02-2014","pastry"
"2520_16-01-2014","canned fruit"
"2426_12-09-2014","root vegetables"
"1235_05-11-2014","dog food"
"3799_17-09-2014","whipped/sour cream"
"1124_05-03-2014","bottled beer"
"3035_16-04-2014","male cosmetics"
"4832_18-12-2014","specialty bar"
"2394_24-02-2014","whipped/sour cream"
"4185_20-11-2014","rolls/buns"
"1832_01-09-2014","spread cheese"
"2666_11-04-2014","frozen vegetables"
"4686_24-11-2014","whipped/sour cream"
"2120_21-01-2014","soda"
"1186_09-02-2014","soda"
"2377_13-02-2014","pastry"
"3675_13-07-2014","butter milk"
"3466_31-05-2014","rolls/buns"
"4211_02-05-2014","rolls/buns"
"2832_04-08-2014","curd"
"4811_12-09-2014","bottled water"
"3619_21-12-2014","cat food"
"1722_13-10-2014","butter"
"1681_20-04-2014","butter"
"4097_14-07-2014","other vegetables"
"3878_19-04-2014","misc. beverages"
"4983_21-06-2014","root vegetables"
"3100_11-08-2014","margarine"
"1680_10-12-2014","specialty bar"
"2041_10-09-2014","dessert"
"3006_06-01-2014","waffles"
"1445_23-01-2014","pip fruit"
"2920_03-12-2014","canned beer"
"3495_22-10-2014","domestic eggs"
"4401_09-10-2014","bottled water"
"1219_03-07-2014","red/blush wine"
"4331_25-05-2014","coffee"
"2881_01-06-2014","butter milk"
"2475_02-01-2014","roll products "
"1171_04-09-2014","brown bread"
"2137_19-01-2014","UHT-milk"
"1180_02-02-2014","frozen potato products"
"2679_14-11-2014","yogurt"
"2025_04-09-2014","cat food"
"2394_20-05-2014","canned beer"
"1472_05-11-2014","yogurt"
"2197_06-07-2014","long life bakery product"
"4824_19-06-2014","cream"
"2322_19-01-2014","sweet spreads"
"4639_22-11-2014","butter milk"
"3544_13-07-2014","house keeping products"
"1256_17-06-2014","tea"
"2456_15-03-2014","pastry"
"3728_28-10-2014","whipped/sour cream"
"2619_12-01-2014","shopping bags"
"1010_10-04-2014","kitchen towels"
"4264_18-02-2014","newspapers"
"2576_10-07-2014","napkins"
"3718_30-03-2014","candles"
"1950_11-10-2014","rolls/buns"
"4520_01-03-2014","mustard"
"1353_22-12-2014","whipped/sour cream"
"4194_19-11-2014","pastry"
"3095_26-11-2014","rolls/buns"
"1130_01-11-2014","margarine"
"4796_08-01-2014","curd"
"2710_18-12-2014","soda"
"3548_03-12-2014","other vegetables"
"3558_09-11-2014","canned fish"
"4474_02-04-2014","butter milk"
"3878_27-11-2014","frozen potato products"
"1221_15-11-2014","sugar"
"1009_24-01-2014","canned fish"
"1169_05-06-2014","napkins"
"3959_03-12-2014","sparkling wine"
"2355_29-12-2014","whole milk"
"2845_26-11-2014","sliced cheese"
"2320_15-03-2014","newspapers"
"4169_30-03-2014","frozen vegetables"
"4800_14-03-2014","soda"
"3972_09-10-2014","soda"
"4322_25-07-2014","misc. beverages"
"3459_04-12-2014","white bread"
"2654_07-04-2014","misc. beverages"
"3113_11-10-2014","soda"
"1456_26-05-2014","whipped/sour cream"
"3947_05-12-2014","cocoa drinks"
"2230_14-11-2014","processed cheese"
"4133_04-08-2014","white wine"
"1761_05-04-2014","shopping bags"
"2958_11-03-2014","soda"
"4923_03-04-2014","potato products"
"4412_11-03-2014","root vegetables"
"3368_19-11-2014","white wine"
"1307_03-10-2014","pastry"
"4793_25-11-2014","bottled water"
"1080_02-11-2014","canned beer"
"4693_04-06-2014","bottled beer"
"4167_28-08-2014","detergent"
"3474_31-01-2014","fruit/vegetable juice"
"3945_15-10-2014","margarine"
"3499_14-10-2014","hard cheese"
"1753_05-06-2014","cream cheese "
"2524_31-03-2014","rolls/buns"
"1105_14-06-2014","other vegetables"
"2581_26-05-2014","bottled water"
"3793_10-12-2014","canned fruit"
"1690_30-05-2014","brown bread"
"3496_20-12-2014","margarine"
"4526_27-09-2014","sugar"
"4129_02-04-2014","waffles"
"1761_29-10-2014","pudding powder"
"3498_16-08-2014","coffee"
"2656_31-03-2014","margarine"
"4262_03-03-2014","domestic eggs"
"3289_24-01-2014","other vegetables"
"1679_23-10-2014","rolls/buns"
"2594_06-01-2014","soft cheese"
"4538_18-06-2014","coffee"
"4941_25-10-2014","white bread"
"4564_06-07-2014","shopping bags"
"4290_04-09-2014","ice cream"
"2202_02-01-2014","coffee"
"2343_19-08-2014","candles"
"2209_25-08-2014","napkins"
"1404_02-10-2014","long life bakery product"
"3914_12-11-2014","rolls/buns"
"4065_06-05-2014","bottled beer"
"4220_04-08-2014","sliced cheese"
"1074_08-05-2014","oil"
"2434_09-12-2014","detergent"
"2633_28-07-2014","long life bakery product"
"1143_18-11-2014","oil"
"3767_22-06-2014","sweet spreads"
"2661_28-08-2014","rolls/buns"
"2093_24-12-2014","whipped/sour cream"
"2696_23-11-2014","dishes"
"2927_13-01-2014","rolls/buns"
"4003_21-12-2014","shopping bags"
"3451_08-01-2014","soda"
"1750_16-06-2014","shopping bags"
"1085_25-05-2014","yogurt"
"2034_28-06-2014","shopping bags"
"4676_21-02-2014","margarine"
"4132_02-12-2014","Instant food products"
"2822_16-06-2014","shopping bags"
"3645_31-05-2014","chocolate"
"1446_26-03-2014","pasta"
"2222_22-02-2014","cling film/bags"
"4426_04-08-2014","oil"
"1854_30-09-2014","newspapers"
"4645_05-02-2014","oil"
"2674_03-09-2014","soda"
"1369_01-12-2014","sugar"
"4325_19-07-2014","chocolate"
"4335_28-06-2014","fruit/vegetable juice"
"2642_09-01-2014","long life bakery product"
"1318_15-02-2014","mustard"
"1062_08-05-2014","white bread"
"4131_20-03-2014","napkins"
"3793_13-11-2014","fruit/vegetable juice"
"2618_06-09-2014","soda"
"4090_03-06-2014","specialty bar"
"1480_05-05-2014","shopping bags"
"4078_21-06-2014","soda"
"2817_19-06-2014","bottled water"
"1999_02-04-2014","brown bread"
"2490_27-03-2014","shopping bags"
"1991_23-12-2014","bottled beer"
"4156_03-04-2014","hygiene articles"
"1215_28-04-2014","sauces"
"1612_26-11-2014","frozen meals"
"3495_18-02-2014","fruit/vegetable juice"
"3749_29-04-2014","canned beer"
"1514_26-02-2014","bottled water"
"2892_20-11-2014","soda"
"4562_26-05-2014","female sanitary products"
"2568_21-11-2014","hard cheese"
"2750_11-01-2014","waffles"
"4348_11-02-2014","salty snack"
"4241_22-09-2014","popcorn"
"2707_30-10-2014","margarine"
"4441_15-02-2014","butter"
"1646_21-07-2014","shopping bags"
"4427_08-12-2014","soda"
"3764_26-05-2014","sugar"
"4680_23-01-2014","white wine"
"2155_17-08-2014","candles"
"4510_01-11-2014","whole milk"
"3400_10-07-2014","bottled water"
"3975_29-04-2014","soda"
"3775_10-11-2014","newspapers"
"4893_10-02-2014","sliced cheese"
"1870_07-12-2014","brown bread"
"1384_22-02-2014","soda"
"4357_07-09-2014","whole milk"
"2035_01-07-2014","rice"
"1715_08-12-2014","margarine"
"4557_14-07-2014","napkins"
"4235_18-09-2014","soda"
"4041_25-04-2014","canned fish"
"3937_08-10-2014","UHT-milk"
"4577_22-06-2014","napkins"
"1561_02-04-2014","white bread"
"4720_10-01-2014","chocolate"
"1863_01-06-2014","seasonal products"
"3862_24-03-2014","artif. sweetener"
"1838_05-08-2014","canned beer"
"4694_21-03-2014","newspapers"
"3468_21-01-2014","butter"
"4872_24-10-2014","shopping bags"
"4626_23-03-2014","canned beer"
"2278_10-11-2014","soda"
"4758_15-11-2014","fruit/vegetable juice"
"3003_08-05-2014","whole milk"
"4683_26-09-2014","curd cheese"
"1229_26-07-2014","mustard"
"2927_11-12-2014","jam"
"3341_06-10-2014","brown bread"
"2215_02-02-2014","curd"
"1711_09-05-2014","newspapers"
"3491_21-06-2014","detergent"
"3505_18-03-2014","meat spreads"
"4669_14-03-2014","whole milk"
"2557_29-01-2014","bottled water"
"4283_04-04-2014","candy"
"4679_18-09-2014","whipped/sour cream"
"2651_08-01-2014","dishes"
"4071_26-06-2014","shopping bags"
"2587_11-12-2014","fruit/vegetable juice"
"4091_30-06-2014","meat spreads"
"3002_12-12-2014","hygiene articles"
"2035_10-08-2014","white bread"
"2772_05-08-2014","frozen meals"
"3431_31-07-2014","canned fish"
"2166_14-07-2014","canned fish"
"4688_07-07-2014","fruit/vegetable juice"
"1585_16-10-2014","fruit/vegetable juice"
"1308_21-08-2014","white wine"
"4190_30-09-2014","domestic eggs"
"3611_21-09-2014","cake bar"
"3933_02-12-2014","hard cheese"
"3877_06-02-2014","soda"
"4787_27-08-2014","fruit/vegetable juice"
"2063_02-06-2014","brandy"
"1940_09-02-2014","yogurt"
"2993_16-08-2014","chewing gum"
"2316_18-02-2014","shopping bags"
"2175_16-08-2014","male cosmetics"
"4445_23-05-2014","flower (seeds)"
"3812_04-04-2014","cereals"
"4577_29-05-2014","frozen meals"
"3248_13-08-2014","other vegetables"
"4821_12-12-2014","rolls/buns"
"2835_28-01-2014","domestic eggs"
"1998_10-02-2014","candles"
"3080_15-02-2014","yogurt"
"3864_26-12-2014","long life bakery product"
"1410_06-07-2014","kitchen towels"
"4037_26-12-2014","ice cream"
"1696_17-06-2014","cream cheese "
"3678_07-07-2014","pasta"
"2644_05-05-2014","misc. beverages"
"1786_23-04-2014","specialty bar"
"2357_27-11-2014","fruit/vegetable juice"
"4478_20-06-2014","roll products "
"4294_17-12-2014","butter milk"
"1908_23-01-2014","sauces"
"4800_11-03-2014","long life bakery product"
"4265_08-03-2014","bottled water"
"4735_23-05-2014","sliced cheese"
"1290_18-02-2014","rice"
"3633_13-06-2014","soda"
"4992_24-02-2014","margarine"
"1069_18-12-2014","salt"
"1563_27-04-2014","long life bakery product"
"4146_11-04-2014","root vegetables"
"4745_20-08-2014","soft cheese"
"2138_01-04-2014","seasonal products"
"3207_24-04-2014","yogurt"
"2672_22-05-2014","soda"
"1087_19-06-2014","specialty chocolate"
"2259_01-06-2014","processed cheese"
"2597_04-02-2014","fruit/vegetable juice"
"2713_28-09-2014","long life bakery product"
"3389_30-06-2014","chocolate"
"4853_23-07-2014","chocolate"
"4788_28-07-2014","whole milk"
"2957_26-02-2014","fruit/vegetable juice"
"4134_30-09-2014","whole milk"
"3773_11-09-2014","frozen fish"
"4309_13-04-2014","waffles"
"4959_18-10-2014","rolls/buns"
"1895_13-02-2014","soups"
"1824_28-03-2014","chocolate"
"4504_02-03-2014","seasonal products"
"4109_23-04-2014","margarine"
"3549_14-03-2014","yogurt"
"1293_16-08-2014","canned beer"
"2006_26-10-2014","pot plants"
"2918_27-05-2014","rolls/buns"
"4250_25-10-2014","shopping bags"
"1146_30-01-2014","curd"
"1173_07-08-2014","specialty bar"
"4324_29-10-2014","butter milk"
"3397_28-10-2014","whipped/sour cream"
"4990_15-04-2014","cream cheese "
"2548_28-05-2014","waffles"
"4433_31-10-2014","bottled water"
"2912_08-11-2014","newspapers"
"3661_04-03-2014","pastry"
"3402_08-01-2014","newspapers"
"4650_28-05-2014","pastry"
"4890_08-11-2014","fruit/vegetable juice"
"1748_14-08-2014","rolls/buns"
"4606_30-05-2014","long life bakery product"
"3079_13-04-2014","mustard"
"3903_07-04-2014","baking powder"
"4221_04-05-2014","dish cleaner"
"1066_12-06-2014","oil"
"4762_28-03-2014","rolls/buns"
"4955_10-12-2014","processed cheese"
"1416_15-08-2014","cream cheese "
"4761_23-05-2014","frozen fish"
"3956_07-08-2014","margarine"
"4125_21-09-2014","pastry"
"3470_22-11-2014","flower (seeds)"
"1899_09-12-2014","dessert"
"2241_22-01-2014","butter"
"2449_07-08-2014","newspapers"
"3618_22-07-2014","brown bread"
"1510_24-12-2014","domestic eggs"
"2804_21-03-2014","fruit/vegetable juice"
"3769_16-02-2014","pickled vegetables"
"4435_06-12-2014","salty snack"
"1641_11-08-2014","bottled beer"
"1798_15-12-2014","pastry"
"4623_09-01-2014","newspapers"
"2496_24-06-2014","soda"
"4112_14-10-2014","whipped/sour cream"
"1617_07-02-2014","sauces"
"2849_28-08-2014","bottled water"
"2426_19-08-2014","bottled water"
"1895_23-11-2014","soft cheese"
"2118_16-01-2014","butter milk"
"4590_19-08-2014","candy"
"1851_11-08-2014","flour"
"1186_17-04-2014","soda"
"2656_19-10-2014","pot plants"
"3563_14-08-2014","newspapers"
"3989_26-04-2014","ready soups"
"1393_26-08-2014","pastry"
"1706_02-04-2014","yogurt"
"2111_12-11-2014","shopping bags"
"3593_06-04-2014","chocolate"
"4255_29-09-2014","yogurt"
"4089_18-03-2014","dessert"
"3861_12-02-2014","whipped/sour cream"
"1358_16-10-2014","whipped/sour cream"
"3016_21-04-2014","whipped/sour cream"
"4563_28-01-2014","frozen fish"
"1074_29-01-2014","detergent"
"4933_01-02-2014","hard cheese"
"4096_23-05-2014","pasta"
"2087_29-06-2014","whole milk"
"2766_27-05-2014","candles"
"2236_22-04-2014","shopping bags"
"1651_04-02-2014","hygiene articles"
"2423_12-02-2014","roll products "
"2420_17-07-2014","soda"
"4145_13-02-2014","candy"
"2616_09-04-2014","soda"
"4323_20-09-2014","detergent"
"1792_24-11-2014","frozen vegetables"
"2977_26-11-2014","processed cheese"
"4375_31-01-2014","butter"
"2232_03-02-2014","bottled water"
"2905_17-01-2014","waffles"
"1912_19-03-2014","pot plants"
"4665_05-11-2014","shopping bags"
"3325_24-04-2014","UHT-milk"
"2153_14-02-2014","soda"
"1798_16-06-2014","instant coffee"
"3934_27-03-2014","rolls/buns"
"4484_06-06-2014","whipped/sour cream"
"2713_08-05-2014","ketchup"
"1533_10-02-2014","specialty fat"
"1529_01-03-2014","preservation products"
"1905_25-08-2014","chewing gum"
"3361_19-12-2014","butter milk"
"2195_19-09-2014","other vegetables"
"3221_17-03-2014","fruit/vegetable juice"
"3667_15-09-2014","candy"
"2129_19-02-2014","oil"
"1233_09-06-2014","whipped/sour cream"
"2675_01-09-2014","UHT-milk"
"2701_17-06-2014","rolls/buns"
"1788_09-07-2014","long life bakery product"
"2876_20-12-2014","whole milk"
"4465_29-12-2014","onions"
"4330_07-12-2014","mustard"
"2459_01-03-2014","curd"
"1739_11-09-2014","pastry"
"2524_07-04-2014","chocolate"
"2273_25-11-2014","whole milk"
"4557_12-08-2014","rum"
"2505_02-02-2014","fruit/vegetable juice"
"3882_01-08-2014","hard cheese"
"3308_12-09-2014","soda"
"2605_30-08-2014","ketchup"
"4180_21-04-2014","white bread"
"3551_14-10-2014","root vegetables"
"4406_02-02-2014","other vegetables"
"4962_04-10-2014","condensed milk"
"4799_17-04-2014","sweet spreads"
"1862_23-10-2014","soda"
"2043_01-02-2014","waffles"
"4440_10-07-2014","whipped/sour cream"
"3139_07-07-2014","pot plants"
"4344_30-10-2014","softener"
"1616_06-12-2014","whole milk"
"3374_29-07-2014","bottled water"
"1881_15-07-2014","whipped/sour cream"
"4372_30-01-2014","pastry"
"4036_22-01-2014","cat food"
"2325_22-10-2014","rolls/buns"
"1951_27-07-2014","napkins"
"1862_27-10-2014","domestic eggs"
"1877_16-06-2014","whipped/sour cream"
"3236_17-04-2014","brown bread"
"2068_02-06-2014","yogurt"
"1388_08-05-2014","rolls/buns"
"4014_27-05-2014","yogurt"
"1719_08-08-2014","brown bread"
"4167_28-10-2014","pastry"
"3099_04-09-2014","waffles"
"1998_03-02-2014","frozen vegetables"
"3630_27-07-2014","cream cheese "
"1365_01-02-2014","frozen vegetables"
"2878_04-11-2014","whipped/sour cream"
"3158_14-02-2014","margarine"
"3842_13-10-2014","pot plants"
"2738_31-10-2014","onions"
"4595_11-06-2014","white bread"
"1979_16-12-2014","salty snack"
"3411_03-12-2014","whole milk"
"4703_20-10-2014","soda"
"1615_30-11-2014","white bread"
"1710_08-03-2014","specialty chocolate"
"2699_18-07-2014","butter"
"1859_04-02-2014","root vegetables"
"1997_30-10-2014","shopping bags"
"4852_09-01-2014","bottled water"
"4893_22-07-2014","beverages"
"4985_12-03-2014","shopping bags"
"4428_16-08-2014","other vegetables"
"1979_09-05-2014","white bread"
"2847_04-01-2014","soups"
"3879_10-01-2014","curd"
"4735_30-03-2014","bottled water"
"2038_14-10-2014","sauces"
"2132_19-12-2014","whipped/sour cream"
"3560_27-05-2014","light bulbs"
"1354_18-10-2014","soda"
"4230_28-05-2014","pastry"
"4582_02-03-2014","specialty chocolate"
"4660_16-10-2014","soda"
"2255_21-04-2014","dessert"
"4862_26-04-2014","whole milk"
"1605_02-03-2014","soda"
"1403_11-01-2014","cling film/bags"
"1192_27-12-2014","brown bread"
"1617_20-07-2014","sugar"
"2806_19-01-2014","whipped/sour cream"
"2749_20-11-2014","pastry"
"4840_22-11-2014","whipped/sour cream"
"1381_07-05-2014","pastry"
"1932_19-06-2014","fruit/vegetable juice"
"4124_25-11-2014","semi-finished bread"
"1412_21-08-2014","make up remover"
"1841_16-12-2014","soft cheese"
"1736_15-07-2014","butter"
"1798_22-06-2014","whole milk"
"1004_01-05-2014","dish cleaner"
"1582_10-06-2014","shopping bags"
"3664_13-02-2014","pastry"
"2225_29-09-2014","rolls/buns"
"3175_29-04-2014","rolls/buns"
"1891_05-01-2014","hygiene articles"
"4306_17-05-2014","white bread"
"1545_01-04-2014","brown bread"
"1741_05-12-2014","specialty chocolate"
"3289_27-09-2014","chocolate"
"2139_03-07-2014","chewing gum"
"4362_14-06-2014","whipped/sour cream"
"4371_24-05-2014","frozen vegetables"
"4206_09-09-2014","oil"
"3185_21-02-2014","newspapers"
"2440_26-06-2014","jam"
"3827_09-08-2014","misc. beverages"
"1949_13-04-2014","cat food"
"3410_20-01-2014","shopping bags"
"3530_24-01-2014","napkins"
"4696_03-10-2014","oil"
"2963_01-03-2014","pickled vegetables"
"2396_21-08-2014","sugar"
"1913_25-02-2014","cat food"
"4657_27-12-2014","bottled beer"
"2641_01-04-2014","brown bread"
"2615_19-01-2014","frozen vegetables"
"4681_31-10-2014","shopping bags"
"1169_15-12-2014","cake bar"
"4769_10-07-2014","soda"
"2010_17-05-2014","shopping bags"
"1384_28-06-2014","waffles"
"2788_10-08-2014","rolls/buns"
"4628_11-02-2014","zwieback"
"3838_21-12-2014","light bulbs"
"2965_07-06-2014","newspapers"
"1903_17-02-2014","sweet spreads"
"4722_07-01-2014","hygiene articles"
"4209_29-07-2014","liquor (appetizer)"
"1422_13-05-2014","fruit/vegetable juice"
"2995_19-03-2014","specialty chocolate"
"1094_18-08-2014","newspapers"
"3827_24-06-2014","canned beer"
"3846_01-09-2014","canned vegetables"
"3259_01-02-2014","soda"
"4278_20-05-2014","white wine"
"2194_09-09-2014","shopping bags"
"2094_24-03-2014","bottled water"
"3511_30-04-2014","soda"
"1428_15-09-2014","shopping bags"
"4806_07-05-2014","liquor"
"3607_22-02-2014","sliced cheese"
"4587_23-05-2014","salt"
"3028_20-11-2014","napkins"
"1308_11-01-2014","napkins"
"2417_03-11-2014","spread cheese"
"2573_07-01-2014","zwieback"
"4862_18-07-2014","yogurt"
"1190_21-06-2014","bottled water"
"3879_03-08-2014","yogurt"
"3383_19-09-2014","pet care"
"1599_10-10-2014","cream cheese "
"4689_28-11-2014","soda"
"1233_07-04-2014","UHT-milk"
"1301_30-01-2014","whipped/sour cream"
"1110_22-09-2014","pickled vegetables"
"3320_12-04-2014","processed cheese"
"2679_16-12-2014","curd cheese"
"3540_27-10-2014","salty snack"
"4585_17-05-2014","yogurt"
"3743_22-12-2014","pickled vegetables"
"1961_13-01-2014","sugar"
"1897_01-05-2014","cream cheese "
"4606_07-11-2014","fruit/vegetable juice"
"3660_14-10-2014","sugar"
"2922_06-06-2014","misc. beverages"
"3800_25-11-2014","domestic eggs"
"3762_28-11-2014","white bread"
"4317_27-03-2014","sparkling wine"
"3325_11-04-2014","hard cheese"
"1731_26-08-2014","other vegetables"
"1327_08-03-2014","pastry"
"4387_23-12-2014","whipped/sour cream"
"1740_11-07-2014","canned beer"
"1006_11-07-2014","shopping bags"
"4993_25-05-2014","rolls/buns"
"1888_02-08-2014","yogurt"
"3762_31-10-2014","salt"
"2243_01-10-2014","yogurt"
"2738_16-01-2014","brown bread"
"3869_12-08-2014","male cosmetics"
"2924_26-05-2014","newspapers"
"4613_04-10-2014","rolls/buns"
"3421_18-10-2014","soda"
"4764_28-08-2014","vinegar"
"4800_27-10-2014","soda"
"1288_20-08-2014","abrasive cleaner"
"2194_06-06-2014","frozen vegetables"
"2072_12-08-2014","chocolate"
"2950_03-02-2014","shopping bags"
"1681_06-07-2014","rolls/buns"
"3957_20-07-2014","salt"
"1004_13-10-2014","packaged fruit/vegetables"
"4048_12-04-2014","fruit/vegetable juice"
"2309_17-04-2014","domestic eggs"
"3238_06-02-2014","white bread"
"3613_20-10-2014","pastry"
"1716_11-08-2014","long life bakery product"
"3669_25-06-2014","candles"
"4806_13-09-2014","candy"
"1434_13-11-2014","canned beer"
"3977_01-02-2014","oil"
"4086_14-01-2014","dishes"
"3357_22-06-2014","pickled vegetables"
"2159_08-10-2014","shopping bags"
"2984_25-09-2014","ice cream"
"1351_15-01-2014","rolls/buns"
"1359_29-05-2014","soda"
"3636_10-08-2014","rolls/buns"
"3783_11-04-2014","cereals"
"2807_02-06-2014","newspapers"
"3960_15-02-2014","rolls/buns"
"4233_23-06-2014","root vegetables"
"3683_05-10-2014","curd"
"4838_07-09-2014","brown bread"
"2779_21-01-2014","specialty cheese"
"4297_02-03-2014","shopping bags"
"1258_09-08-2014","frozen vegetables"
"2755_25-11-2014","soda"
"2340_17-01-2014","soda"
"1690_09-05-2014","bottled water"
"2592_08-09-2014","curd"
"2952_12-01-2014","sugar"
"3246_25-12-2014","whole milk"
"1900_15-03-2014","shopping bags"
"3414_22-05-2014","cream cheese "
"1153_10-08-2014","bottled beer"
"1751_04-09-2014","flour"
"2499_01-11-2014","ice cream"
"2355_19-02-2014","ice cream"
"3660_21-09-2014","coffee"
"2760_20-06-2014","vinegar"
"1028_24-04-2014","onions"
"4657_03-04-2014","bottled water"
"1569_09-03-2014","white bread"
"3737_06-07-2014","white bread"
"3462_01-10-2014","dessert"
"2921_18-11-2014","other vegetables"
"1111_03-03-2014","soda"
"1261_06-10-2014","canned vegetables"
"1572_31-03-2014","rice"
"1811_02-06-2014","dessert"
"3287_12-11-2014","chocolate"
"1020_19-07-2014","newspapers"
"2374_16-09-2014","chocolate"
"2252_10-03-2014","oil"
"3289_21-03-2014","white bread"
"1312_12-11-2014","canned vegetables"
"1045_12-01-2014","butter"
"1275_18-01-2014","shopping bags"
"4241_02-10-2014","bottled water"
"1116_22-06-2014","canned vegetables"
"1356_17-08-2014","cat food"
"2354_06-01-2014","soups"
"4045_30-07-2014","waffles"
"3189_16-04-2014","whole milk"
"3515_31-05-2014","canned vegetables"
"1169_25-01-2014","other vegetables"
"2299_04-08-2014","cake bar"
"3539_07-11-2014","frozen dessert"
"2389_06-06-2014","frozen vegetables"
"1487_02-11-2014","cling film/bags"
"4698_20-01-2014","specialty chocolate"
"3335_05-09-2014","light bulbs"
"1065_14-01-2014","long life bakery product"
"4763_27-02-2014","pastry"
"2879_27-06-2014","detergent"
"1451_28-08-2014","kitchen towels"
"1947_07-01-2014","specialty chocolate"
"4364_13-04-2014","sugar"
"4477_14-10-2014","chewing gum"
"1150_06-09-2014","UHT-milk"
"2873_23-05-2014","frozen vegetables"
"3040_11-10-2014","cat food"
"4862_08-06-2014","whipped/sour cream"
"2795_27-06-2014","soda"
"2254_30-01-2014","mustard"
"2066_29-12-2014","hard cheese"
"3180_09-11-2014","whole milk"
"1205_12-08-2014","ready soups"
"4040_14-11-2014","rolls/buns"
"4760_16-10-2014","whole milk"
"2357_05-06-2014","whipped/sour cream"
"1507_24-05-2014","frozen vegetables"
"1870_10-06-2014","specialty chocolate"
"3900_05-08-2014","yogurt"
"3627_06-07-2014","whole milk"
"2098_02-08-2014","fruit/vegetable juice"
"2242_27-04-2014","rolls/buns"
"3444_07-01-2014","brown bread"
"2437_24-06-2014","rubbing alcohol"
"2267_10-06-2014","instant coffee"
"3930_31-05-2014","brown bread"
"1964_18-03-2014","domestic eggs"
"4362_14-01-2014","domestic eggs"
"2339_20-05-2014","sliced cheese"
"1663_24-02-2014","herbs"
"2384_14-01-2014","fruit/vegetable juice"
"3013_19-04-2014","soap"
"3765_01-04-2014","margarine"
"1446_07-05-2014","pastry"
"2135_15-02-2014","hard cheese"
"4872_01-06-2014","domestic eggs"
"4817_14-05-2014","yogurt"
"2571_07-07-2014","sliced cheese"
"4338_07-07-2014","waffles"
"2760_01-04-2014","rolls/buns"
"4564_11-10-2014","brown bread"
"1862_21-05-2014","liquor (appetizer)"
"4155_10-09-2014","softener"
"2965_04-01-2014","salty snack"
"4854_12-01-2014","candy"
"3349_18-01-2014","curd"
"3416_05-04-2014","rice"
"1466_23-08-2014","whole milk"
"1032_23-09-2014","pastry"
"4489_24-05-2014","other vegetables"
"3862_14-03-2014","processed cheese"
"1181_13-07-2014","whole milk"
"4772_08-06-2014","rolls/buns"
"3612_31-05-2014","other vegetables"
"3266_07-10-2014","soda"
"4969_07-01-2014","butter milk"
"1035_15-08-2014","white bread"
"2917_22-04-2014","processed cheese"
"2861_25-10-2014","whole milk"
"3247_09-08-2014","other vegetables"
"3913_06-05-2014","rolls/buns"
"3877_20-06-2014","zwieback"
"1129_14-11-2014","shopping bags"
"2605_02-06-2014","yogurt"
"2308_10-09-2014","bottled beer"
"1412_20-06-2014","specialty fat"
"3743_06-01-2014","photo/film"
"2937_06-10-2014","brown bread"
"1932_06-07-2014","other vegetables"
"3857_03-04-2014","frozen vegetables"
"3810_21-07-2014","yogurt"
"1241_14-08-2014","soda"
"1607_12-10-2014","pickled vegetables"
"3854_26-06-2014","soda"
"4509_30-07-2014","chocolate"
"2654_08-08-2014","whole milk"
"2511_04-10-2014","cocoa drinks"
"4337_27-04-2014","shopping bags"
"2993_08-07-2014","chewing gum"
"3138_28-12-2014","root vegetables"
"3518_08-02-2014","whole milk"
